type,content,article_id
proof,"[Proof of Proposition \ref{normcomparison}] We split up   |\phi|_{h_R}^2 =|\phi_{a}|_{h_R,\sigma}^2+|\phi_u|_{h_R,\sigma}^2 = |\eta|_{\sigma}^2+|(\phi_s)_u + \phi_n|_{h_R,\sigma}^2\leq |\eta|_\sigma^2+|(\phi_s)_u|_{h_R,\sigma}^2 + |\phi_n|_{h_R,\sigma}^2.  By Lemma \ref{lem:almostorthogonal1} combined with Theorem \ref{GRSdecoupling}, for $z\in S-B$ we can find $C_1=C_1(G,U,\sigma,\eta),c=c(G,U,\sigma,\eta)>0$ such that $|(\phi_s)_u|_{h_R,\sigma}^2\leq C_1e^{-cR}$ (we did the same bound in the proof of Proposition \ref{asymdecoupling}). By Theorem B, for $z\in S-B$, there exists $C_2=C_2(G,U,\sigma)$ such that $|\phi_n|_{h_R,\sigma}\leq C_2.$ In all of these bounds, the only dependence on $G$ comes from the dimension of the underlying holomorphic vector bundle, which is $\dim \g^{\C}$. Inserting the bounds on $|(\phi_s)_u|_{h_R,\sigma}^2$ and $|\phi_n|_{h_R,\sigma}$ into (\ref{expanded norm}), we obtain Proposition \ref{normcomparison}.",2502.01395
proof,"To prevent the notation from becoming confusing, in this proof we differentiate our notation and use $\nu$ for the metric on the symmetric space, and $\nu_0$ for the associated bilinear form on $\g$ and the bilinear form on $\textrm{End}(E)$ induced from $\nu_0$ and the adjoint representation.  We work in $\textrm{Hom}(\R F_\phi,\textrm{End}_{h_R}(E))$, which inherits a norm $|\cdot|_{\nu_0^*\otimes h_R}$ from $\nu_0$ and $h_R$. Using the identifications above, $\nabla^{f_R^*}$ becomes $\nabla_{h_R}$ and $d^{f_\eta^*}$ becomes the flat connection $d$ on $\R F_\phi$ as defined in section 3. Since $h_R$ restricts to the $\nu_0$ on $\textrm{End}_{h_R}(E)$, $f_R^*\nu$ becomes $h_R$. As well, we highlight that $m$ is defined to be a restriction of $\nu_0$. We deduce that on $S-B$, $$ |\textrm{Re}_R \circ d^{f_\eta^*}-\nabla^{f_R^*}  \circ \textrm{Re}_R|_{m^*\otimes f_R^*\nu,\sigma}=|\textrm{Re}_{h_R}\circ d-\nabla_{h_R}\circ \textrm{Re}_{h_R}|_{\nu^*\otimes h_R,\sigma}.$$     Working with the right hand side of the equation above, since the $\pi_i$'s form an orthonormal basis for $\R F_\phi,$ Proposition \ref{dels} directly implies the claimed estimate.",2502.01395
proof,"[Proof of Theorem E] For the first claim, $f_R^*\nu-R^2f_\eta^*m= |R\phi|_{h_R}^2 - R^2|\eta|^2.$ Applying Proposition \ref{normcomparison} yields the stated comparison of $f_R^*\nu$ and $f_\eta^*m$. For the comparison between pullback connections, we apply Proposition \ref{prop:thmE2ndpart}.",2502.01395
proof,"Let $\{z_k:k\in \mathbb{N}\}\subset U$ be a countable and dense subset. For each $k,$ choose a point $z_k^*$ on $\partial U$ that minimizes the distance from $z_k$ to $\partial U$. Define, for $j\geq 2$, $$\delta_j = \min \{d(z_k,z_m), d(z_k^*,z_m^*):1\leq k < m \leq j\}.$$ For each $k\in \mathbb{N}$, choose a bounded sequence of points $x_{k,n}\in X_n$ such that $u(z_k)=[x_{k,n}]$. Inductively build a sequence of subsets $\mathbb{N}=N_1\supset N_2\supset\dots $ such that for each $j\geq 2$ we have $\omega(N_j)=1$ and for all $1\leq k,m\leq j,$ $$|d_\omega(u(z_k),u(z_m))-d_n(x_{k,n},x_{m,n})|\leq \epsilon B\delta_j$$ and $$|d_\omega(u(z_k^*),u(z_m))-d_n(f_n(z_k^*),x_{m,n})|\leq \epsilon B\delta_j.$$ For every $j\in\mathbb{N}$, define $M_j=N_j\backslash N_{j+1},$ and $M_\infty=\cap_{i\in\mathbb{N}}N_i.$ We define a function $j:\mathbb{N}\to \mathbb{N}$ on $M_\infty$ by $j(n)=n$, and off $M_\infty$ by setting $j(n)$ to be the unique number such that $n\in M_{j(n)}.$ We define $u_n:\{z_1,\dots, z_{j(n)}\}\cup\partial U\to X_n$ by $u_n(z_k)=x_{k,n}$ and $u_n|_{\partial U}=f_n|_{\partial U}$.      We prove that every $u_n$ is $3\max\{A,(1+\epsilon)B\}$-Lipschitz. Firstly, note that for all $1\leq k <m\leq j(n),$ $$d_n(u_n(z_k),u_n(z_m))\leq d_\omega(u(z_k),u(z_m))+\epsilon B \delta_{j(n)}\leq (1+\epsilon)Bd(z_k,z_m),$$ and the analogous inequality holds if we replace $z_m$ with $z_m^*.$ We thus see that $u_n$ is $(1+\epsilon)B$-Lipschitz on $\{z_1,\dots, z_{j(n)}\},$ and $A$-Lipschitz on $\partial U$. We're left to examine the Lipschitz constant we get when one point is a $z_i$ and the other is in $\partial U$. Given $z_i$ and $x\in \partial U$,           d(u_n(z_i),u_n(x))&\leq d(u_n(z_i),u_n(z_i^*))+d(u_n(z_i^*),u_n(x))\leq (1+\epsilon)Bd(z_i,z_i^*) + Ad(z_i^*,x) \\       &\leq \max\{A,(1+\epsilon)B\} (d(z_i,z_i^*) + d(z_i^*,x)).    Observing that $$d(z_i,z_i^*)+d(z_i^*,x)\leq 2d(z_i,z_i^*) + d(z_i,x) \leq 3d(z_i,x),$$ we get the claim.         By the Lipschitz extension property, each $u_n$ extends to a $3\max\{A,(1+\epsilon)B\}$-Lipschitz map from $\overline{U}\to X_n.$ Each $u_n$ takes $z_1$ to $x_{1,n},$ which together with Lipschitzness implies the distance to $p_n$ is controlled, and hence we can form the limit $u_\omega =[u_n].$ We obtain the lemma by setting $\epsilon=1.$",2502.01395
proof,"[Proof of Proposition \ref{prop: hmapsconvergence}]    First note that, by Korevaar-Schoen's construction of the locally $L^1$ metrics associated with Lipschitz maps, we have that for any relatively compact sub-surface $U\subset \tilde{S}$, $$\mathcal{E}_\omega (U, f_\omega)=\lim_\omega \mathcal{E}_n(U,f_n).$$ Above, we use $\mathcal{E}_n$ and $\mathcal{E}_\omega$ for energies taken with respect to the targets $(X_n,d_n)$ and $(X_\omega, d_\omega)$ respectively. Now, for $U\subset \tilde{S}$ relatively compact, let $u:\overline{U}\to (X_\omega,d_\omega)$ be a Lipschitz map that agrees with $f_\omega$ on $\partial U,$ i.e., a competitor for the energy. By Lemma \ref{lem: sequence}, one can represent $u$ by a sequence of Lipschitz maps $u=[u_n],$ where $u_n|_{\partial U}=f_n|_{\partial U}$. To compare the energy of $f_\omega$ to that of $u$, we have that, since each $f_n$ is harmonic, $$\mathcal{E}_n(U,f_n)\leq \mathcal{E}_n(U,u_n).$$ Taking the limit with respect to $\omega$ yields that $$\mathcal{E}_\omega (U, f_\omega)=\lim_\omega \mathcal{E}_n(U,f_n)\leq \lim_\omega \mathcal{E}_n(U,u_n)=\mathcal{E}_\omega(U,u),$$ which establishes that $f_\omega$ is harmonic.",2502.01395
proof,"Let $U$ be any relatively compact conformal disk intersecting $\Omega$. By Proposition \ref{firstbound}, there exists $C_j=C_j(G,U,\sigma)>0,$ $j=1,2,$ such that, on $U$,  $$|R_i\phi|_{h_{R_i},\sigma}^2\leq C_1R_i^2\max_{z\in U}|\eta(z)|_{\sigma}^2 +C_2.$$ Hence, on $U$, $$\textrm{Lip}(f_i)^2\leq \max_{z\in U} e(f_i)(z)=\max_{z\in U} R_i^2|\phi(z)|_{h_{R_i},\sigma}^2\leq C_1R_i^2\max_{z\in U}|\eta(z)|_{\sigma}^2 +C_2.$$ By covering the closure of $\Omega$ with finitely many disks, we obtain a uniform bound on $\textrm{Lip}(f_i)$ over all of $\Omega$.",2502.01395
proof,"[Proof of Corollary E] By the construction of $L^1$ measurable pullback metrics in Korevaar-Schoen's work \cite{KS}, for any point $p\in S$ and any tangent vector $v\in T_pS,$ $$g_{f_\omega}(v,v)=\lim_{\omega}R_i^{-2} f_i^*\nu(v,v).$$     The first part of Theorem E thus implies that $g_{f_{\omega}}=f^*m$. For the $\ft^{\C}//W$-valued $1$-forms, for every $i$ let $h_{R_i}$ be the harmonic metric obtained by taking our harmonic $G$-bundle to an ordinary harmonic bundle via the adjoint representation. Each harmonic metric determines a harmonic map to the symmetric space of $\textrm{SL}(\g).$ Using the same principal ultrafilter $\omega$ and going through Proposition \ref{roughlipbound} again, we obtain a new harmonic map to a building $f_\omega':\tilde{S}\to (\mathcal{B}',d'),$ where $(\mathcal{B}',d')$ is the asymptotic cone of the symmetric space of $\textrm{SL}(\g)$.      Under the adjoint representation, $\ft$ is injectively mapped into a maximal split toral subalgebra $\mathfrak{a}$ of $\mathfrak{sl}(\g)$. The $\ft^{\C}//W$-valued $1$-form of $f_\omega$ is recovered from that of $f_\omega'$, which is a $\mathfrak{a}^{\C}//S_n$-valued $1$-form, by undoing (the complexification of) this mapping.          By Proposition \ref{prop: singular set}, the regular set $S_{reg}$ of $f_\omega'$ is non-empty. Fixing a small contractible disk $U$ in $S_{reg}-B$ and a lift $V$ in $\tilde{S}$, let $x$ and $y$ be points in $U$ with lifts $\tilde{x}$ and $\tilde{y}$ in $\tilde{U}$, and let $\Pi_{R_i}$ be the parallel transport from $x$ to $y$ coming from the flat connection of our harmonic bundle. The vector distance between the harmonic metrics $h_{R_i}(x)$ and $\Pi_{R_i}^*h_R(y)$, rescaled by $R_i^{-1},$ limits precisely as $R_i\to \infty$ to the Weyl-chamber valued distance between points $f_\omega'(\tilde{x})$ and $f_\omega'(\tilde{y})$ in the limiting building.  Thus, from Theorem D, the solution to the WKB problem, if $\phi_1,\dots, \phi_{\textrm{dim}\g}$ are the eigen-$1$-forms (with multiplicity) of the adjoint representation of $\phi,$ then $f_\omega'$ is locally described as, up to translation and reflections, $$f_\omega'(z) = (\int_{z_0}^z\textrm{Re}\phi_1,\dots, \int_{z_0}^z \textrm{Re}\phi_{\textrm{dim}\g} ).$$  Taking $\partial$ in the affine chart then yields the $\mathfrak{a}^{\C}//S_n$-valued $1$-form associated with $f_\omega'|_U.$ Undoing the mapping the $\ft^{\C}\to \mathfrak{a}^{\C},$ we see that the $\ft^{\C}//W$-valued $1$-form of $f_\omega|_U$ is $\eta$. By holomorphicity, the $\ft^{\C}//W$-valued $1$-form agrees with $\eta$ everywhere.",2502.01395
proof,"[Proof of Theorem D] Choose a precompact and contractible open neighbourhood $U\subset S$ that does not intersect the critical set and that contains the image of our non-critical path $\gamma([0,1])$. We equip $U$ with a flat metric, which we use to measure norms. Extract open balls $B_1(r),\dots, B_m(r)$ of small radius $r>0$ such that       \item $\cup_i B_i(r)$ does not intersect the critical set, and      \item $U\subset \cup_i B_i(r/2)$.  Since $\cup_i B_i(r/2)$ has a definite distance from the critical set, we can find positive numbers $A$ and $b$ such that in restriction to each $B_j(r/2)$, $R\phi$ lies in $S(bR,A)$. As we chose $U$ to be contractible, over $U$ we can split $E$ into generalized eigenspaces as $E = \oplus_{i=1}^m E_i$, with eigen-$1$-forms $\phi_i$ and projections $\pi_i$. For each $i$, let $h_R^i$ be the restriction of $h_R$ to $E_i$ and $h_R^{\oplus}=\oplus_{i=1}^m h_R^i$ and let $\nabla_{h_R}^{\oplus}$ be the  Chern connection. Write $*_R^{\oplus}$ for the adjoint operator of $h_R^{\oplus}.$ Corollary C implies that on $U,$ $D_{h_R}$ differs from      \nabla_{h_R}^{\oplus} +\sum_{i=1}^m R(\phi_i+\overline{\phi}_i)\pi_i + R\phi_n+R\phi_n^{*_R^{\oplus}}  by an $\textrm{End}(E|_U)$ valued $1$-form whose $h_R$-norm is on the order of $Ce^{-cR},$ where $C$ and $c$ depend on $n,r$, and the eigen-$1$-forms of $\phi$. Note that Theorem B implies that $|R\phi_n|_{h_R}$ is uniformly controlled, and the proof of Corollary C demonstrates $|R\phi_n^{*_R}|_{h_R}$ differs from $|R\phi_n^{*_{h_R}}|_{h_R}=|R\phi_n|_{h_R}$ by a term that decays like $Ce^{-cR}.$  To compute the operator norms of parallel transport operators, we will work on the pullback vector bundle $\gamma^*E=\oplus_{i=1}^m\gamma^*E_i$ over $[0,1]$ with connections $\gamma^*D_{h_R}$ and $\gamma^*\nabla_{h_R},$ and choose good frames. Specifically, we take $h_i$-orthonormal frames $u_i=(u_{i1},\dots, u_{im_i})$ for $E_i$ that are $\gamma^*\nabla_i$ parallel, which means that $\gamma^*\nabla_i u_{ij}=0$ for all $i,j$. We then pull these back to frames for $\gamma^*E_i$, and combine all of the frames for the $\gamma^*E_i$'s to get a frame for $\gamma^*E$. We then normalize the frame dividing every $u_{ij}$ by $R$. With respect to this frame, $\gamma^*\nabla_R$ has diagonal connection form $$A(s)ds = \textrm{diag}(2\textrm{Re}\phi_1(s),\dots, 2\textrm{Re}\phi_n(s)),$$ and $\gamma^*\nabla_{h_R}$ has connection form $$(A(s)+B_0(s)+B_1(s))ds,$$ where   \item $B_0$ is a $C^0$ map from $[0,1]\to M(n,\C)_0$ that is $C^\infty$ on $(0,1)$, and \item $B_1$ is a $C^0$ map from $[0,1]\to M(n,\C)_1$ that is $C^\infty$ on $(0,1)$.   Using our comparison to (\ref{connectionestimate}), as well as our uniform controls, there exists $C>0$ with the same dependencies as above such that both $B_0$ and $B_1$ satisfy $$|B_m(s)|\leq CR^{-1}.$$ Taking $R$ sufficiently large, we may assume that both $||B_m||_0$  are small enough to satisfy the hypothesis of Lemma \ref{cor2.19}. Invoking Lemma \ref{cor2.19}, we know that there exists a $C^1$ function $G:[0,1]\to M(r,\C)$, a $C^0$ function $H:[0,1]\to M_0(n,\C)$, and a constant $C_1$ such that   \item in $C^1$-norm, $||G||_{C^1}<C_1R^{-1}$, \item in $C^0$ norm, $||H||_{C^0}<C_1R^{-1}$, and \item with respect to the frame $v=(I+G)u$, the connection form of $\gamma^*D_{h_R}$ is $$(A(s)+B_0(s)+H(s))ds.$$  Next, note that the frame $$v'=\textrm{exp}\Big (-\int_0^s(A(p)+B_0(p)+H(p))dp\Big )v$$ is flat for $\gamma^*D_{h_R}$. Therefore, the matrix of the parallel transport operator for $\gamma^*D_{h_R}$ from $\gamma(0)$ to $\gamma(1)$ is $$(I+G(1))\textrm{exp}\Big (-\int_0^s(A+B_0+H)dp\Big )(I+G(0))^{-1}.$$ Using the Gram-Schmidt process, we transform the frame $v'$ into an orthogonal frame such that all vectors have norm $R^{-1}.$ Denoting the new frame by $q$, it can be described by $$q(s)=(1+K(s))v'(s),$$ where $||K(s)||_{C^0}$ decays like $R^{-1}.$ If we set $$L(s)=(1+K(s))(I+G(s))-I,$$ then $\Pi_{R,\gamma}$ is represented in the frame $q$ by $$Z_{\gamma}:=(1+L(1))\textrm{exp}\Big (-\int_0^s(A(p)+B_0(p)+H(p))dp\Big )(I+L(0))^{-1}.$$ With this representation, we directly compute operator norms. For some constant $C>0,$ by the formula (\ref{beta1formula}), $$\log ||Z_\gamma||_{op}\leq \log ||\textrm{exp}\Big (-\int_0^s(A(p)+B_0(p)+H(p))dp\Big )||_{op}+CR^{-1}\leq 2\alpha_1+CR^{-1}.$$ Similarly, $|\Pi_{R,\gamma}(p(0))|_{(h_R)_{\gamma}(1)}\geq 2\alpha_1+CR^{-1},$ which implies $\log ||Z_\gamma||_{op}\geq 2\alpha_1+CR^{-1},$ so that $$|\log ||\Pi_{R,\gamma}||_{op}- 2\alpha_1|=|\log ||Z_\gamma||_{op}- 2\alpha_1|\leq CR^{-1}.$$ Estimating $||\wedge^k Z_\gamma||_{op}$ in the same fashion, but with (\ref{betakformula}), we find that for all $k$, $$|\log ||\wedge^k \Pi_{R,\gamma}||_{op} -2\sum_{j=1}^k\alpha_j|\leq CR^{-1}.$$ Theorem D then follows from inserting the inequalities above into the formula (\ref{differenceeq}). To understand the dependencies, note that our choices for $r>0$ depend on $S$ and $\gamma$.",2502.01395
theorem,"Let $A$ be a tridiagonal symmetric positive definite $n \times n$ matrix. Then it can be factorized as              A = LL^{\top},          where $L$ is a bidiagonal lower triangular matrix, and then mapping $A \rightarrow L$ is not local, which means      that there exist matrix $A$ and $A'$ such that $A-A'$ has only one non-zero element, where as $L - L'$ have all elements greater than zero.",2502.01397
theorem,"%  % If $f:X\to Y$ is bijective, the cardinality of $X$ and $Y$ are the same. %",2502.01397
definition,"%  % A function $f:X \to Y$ is injective if for any $x,y\in X$ different, $f(x)\ne f(y)$. %",2502.01397
proof,"Consider the matrix $A$ given by $A=LL^{\top}$ where $L$ is a bidiagonal matrix with $L_{ii} = \frac{1}{i}, i = 1, \ldots, n$ and     $L_{i, i-1} = 1, i = 2$. Then $A$ is a symmetric positive definite tridiagonal matrix with elements $A_{11} = 1, A_{i, i} = 1 + \frac{1}{i^2},      A_{i+1, i} = A_{i, i+1} = \frac{1}{i}, i = 1, \ldots, n-1$.     Now, consider the matrix $A' = A + e_1 e_1^{\top}$, where $e_1$ is the first column of the identity matrix. Let     $A' = L' L'^{\top}$ be its Cholesky factorization. The matrix $L'$ is bidiagonal. The element $L'_{11}$ is equal to $\sqrt{2}$,     and for each $i=2, \ldots, n$ we have the well-known formulas             L'_{i, i-1} = \frac{L_{i, i-1}}{L'_{i-1, i-1}} = \frac{\frac{1}{i-1}}{L'_{i-1, i-1}},           and $L'_{i, i} = \sqrt{A_{i, i} - \left( L_{i, i-1}\right)^2 }.$  Let $d_i = (L'_{i, i})^2$, then     $d_1 = 2, d_i = 1 + \frac{1}{i^2} - \frac{1}{d_{i-1} (i-1)^2}$. From this recurrence relation it is easy to see that $d_i$     converges to $1$ as $i \to \infty$.",2502.01397
proof,% Left as an exercise to the reader.  %,2502.01397
proposition,"% If $f$ is injective mapping a set $X$ to another set $Y$,  % the cardinality of $Y$ is at least as large as that of $X$ %",2502.01397
lemma,"%  % For any $f:X \to Y$ and $g:Y\to Z$ injective functions, $f \circ g$ is injective. %",2502.01397
proof,"The functor $\Sigma^{(-)}:\sK(X)\to \Aut(\SH(X))$ of \eqref{eq:SigmaFunctorOfGroupoids} gives rise to a functor of groupoids                    \Sigma^{(-)-\sO_X^{\rnk(-)}}1_X:\sK(X)\to \SH(X)_\simeq.      Composing \eqref{eq:FunctorOfGroupoids} with the canonical functor of groupoids $i:\Locfree(X) \to \sK(X)$, we get a functor of groupoids $\Locfree(X) \to \SH(X)_\simeq$. Let $\alpha:\sW\to \sV$ be an isomorphism in  $\Locfree(X)$, giving the induced isomorphism $\th(\alpha):\Sigma^{\sW-\sO_X^{\rnk(\sW)}}1_X\to \Sigma^{\sV-\sO_X^{\rnk(\sV)}}1_X$. By \eqref{enum:ThomClassAxioms}(2), we see that $\th_\sE(\sV)\circ \th(\alpha)= \th_\sE(\sW)$, and we can then see the assignment $\Locfree(X) \ni \sV \mapsto \th_\sE(\sV)$ as a natural transformation of functors of groupoids            [\th_\sE(-):(\Sigma^{(-)-\sO_X^{\rnk(-)}}1_X)\circ i\to c_{p^*\sE}]: \Locfree(X)\to \SH(X)_\simeq,  from the functor $(\Sigma^{(-)-\sO_X^{\rnk(-)}}1_X)\circ i$ to the constant functor $c_{p^*\sE}$ with value $p^*\sE$.  If $q:\tilde{X}\to X$ is a morphism in $\Sm/k$, the two functors commute with $q^*$. Thus, taking $q$ as a Jouanolou cover of $X$, we can assume that $X$ is affine.   If $\sV \in \Locfree(X)$, with $X$ affine, we have a canonical isomorphism $$\sV\oplus \sO_X^r-\sO_X^{\rnk(\sV\oplus \sO_X^r)} \xrightarrow{\sim} \sV-\sO_X^{\rnk(\sV)}$$ in $\sK(X)$, which gives the corresponding isomorphism in $\SH(X)$ after applying $\Sigma^{(-)}1_X$. We then have a diagram     $$          \Sigma^{\sV\oplus \sO_X^r-\sO_X^{\rnk(\sV\oplus \sO_X^r)}}1_X \arrow[rr, ""\sim""] \arrow[dr, swap, ""\th_\sE(\sV\oplus \sO_X^r)""] & & \Sigma^{\sV-\sO_X^{\rnk(\sV)}}1_X \arrow[dl, ""\th_\sE(\sV)""] \\         & p^*\sE, &  $$ It follows by \eqref{enum:ThomClassAxioms}(1,3) that this diagram commutes. Thus, we can extend $\th_\sE(-)$ to differences $\sV-\mathcal{O}_X^r$ by letting $\th_\sE(\sV-\mathcal{O}_X^r)\coloneqq \th_\sE(\sV)$.  We recall from \cite{Gra:Quillen} that the groupoid $\sK(X)$ is obtained from the groupoid $\Locfree(X)$ by inverting the autoequivalence $\oplus \mathcal{O}_X$. Therefore, we can extend the natural transformation \eqref{eq:NaturalTransformation} to a natural transformation $$[\th_\sE(-):(\Sigma^{(-)-\sO_X^{\rnk(-)}}1_X)\to c_{p^*\sE}]:\sK(X)\to \SH(X)_\simeq.$$",2502.01404
proof,"Since the forgetful functor $\Mod_{p^*\sE}\to\SH(X)$ reflects isomorphisms, it suffices to see that $\th_{\sE}^f(v)$ is an isomorphism in $\SH(X)$. It follows from the normalization axiom (2) that for $v=[\sO_X^r]$, $\th_\sE(v):1_X\to p^*\sE$ is the unit $u_{\sE,X}\in \sE^{0,0}(X)$, which easily implies the lemma for $v=[\sO_X^r]$. In general, we take a Zariski open cover $\sU=\{U_i\}_i$ for $X$ for which the restriction of $v$ to each $U_i$ is $r_i[\sO_{U_i}]$ for some integer $r_i$. The result then follows from the gluing axiom for the sheaf $\SH(-)$ on $X_\Zar$.",2502.01404
proof,"(2) follows directly from (1).  For (1), let $\phi:v\to v'$ be an isomorphism in $\sK(X)$,  let $r=\rnk(v)=\rnk(v')$ and let $\Sigma^\phi(p_X^*\sE):\Sigma^{v}p_X^*\sE\simeq \Sigma^{v'}p_X^*\sE$ be the isomorphism induced from $\Sigma^\phi:\Sigma^v \simeq \Sigma^{v'}$. This gives us the commutative diagram of isomorphisms in $\SH(X)$ \[ \xymatrixcolsep{40pt} \xymatrix{ \Sigma^{v-\sO_X^r}p_X^*\sE\ar[d]_{\Sigma^{-\sO_X^r}\Sigma^\phi(p_X^*\sE)}\ar[r]^-{\th_{\sE}^f(v)}&p_X^*\sE\\ \Sigma^{v'-\sO_X^r}p_X^*\sE\ar[ru]_{\th_{\sE}^f(v')} } \] In other words $\Sigma^{\phi}(p_X^*\sE)=\Sigma^{\sO_X^r}(\th_{\sE}^f(v)^{-1}\circ \th_{\sE}^f(v))$. This shows that $\Sigma^{\phi}(p_X^*\sE)$ is independent of the choice of $\phi:v\to v'$, proving (1).",2502.01404
proof,"For (1), we first note that $s^*:\sE^{*,*}(V)\to \sE^{*,*}(X)$ is an isomorphism, and is equal to the isomorphism $s_0^*:\sE^{*,*}(V)\to \sE^{*,*}(X)$. In fact, $s_0$ and $s$ are both inverse of the structure map $V \to X$ in $\sH(k)$, which is a weak equivalence by homotopy invariance. Thus, they induce the same isomorphism in $\sE$ cohomology by pullback. Now, by construction of the proper pushforward for $s_0$, we have that $s_{0*}(1^\sE_X)\in \sE^{2r,r}(V)$ is the image of $\th^\sE(V)\in \sE^{2r,r}(\Th(V))$ under the map  $\pi^*:\sE^{2r,r}(\Th(V))\to \sE^{2r,r}(V)$ induced by the quotient map $\pi:V_+\to \Th(V)$ in $\sH_\bullet(k)$. Finally, by considering the commutative diagram \[ \xymatrix{ \sE^{*,*}(\Th(V))\ar[r]^{\pi^*}\ar[dr]_{z_0^*}&\sE^{*,*}(V)\ar[d]^{s_0^*}\\ &\sE^{*,*}(X), } \] we get  $$c_r(V) =z_0^*(\th(V)) =s_0^*(\pi^*\th(V)) =s_0^*(s_{0*}(1^\sE_X)) =s^*(s_{0*}(1^\sE_X)).$$ This proves (1).  We prove (2). Using (1) and applying Proposition \ref{prop:PushPull}(2) to the transverse cartesian diagram \[ \xymatrix{ Y\ar[r]^i\ar[d]^i&X\ar[d]^s\\ X\ar[r]^{s_0}&V, } \] gives $$c_r(V)=s^*(s_{0*}(1^\sE_X))=i_*(i^*(1^\sE_X))=i_*(1^\sE_Y).$$",2502.01404
proof,"By using a Jouanolou cover of $X$, we may assume that $X$ is affine. In that case, there exists a vector bundle $E$ over $X$ such that $-e=[E]-s[\sO_X]$, and let $r \coloneqq s-d$. In this way, we are reduced to prove the commutativity of the diagram                             \Sigma^{2r,r}\Sigma^{-[E +\oplus_i^nL_i]}1_X \wedge p^*H\Z \arrow[rrrr, ""\Sigma^{2r,r}\Anan_{E;L_1,\ldots,L_n} \wedge \id_{p^*H\Z}"", ""\sim""'] \arrow[drr, swap, ""\th^f_{H\Z \Mod} (-E-\oplus_i^nL_i)"", ""\sim""'] &&&&  \Sigma^{2r,r}\Sigma^{-[E +\oplus_i^nL_i^{\vee}]}1_X \wedge p^*H\Z \arrow[dll, ""(-1)^n\th^f_{H\Z \Mod} (-E-\oplus_i^nL_i^\vee)"", ""\sim""'] \\         &&p^*H\Z&&               in $\Mod_{p^*H\Z}$. Let $\rho:\Th(E +\oplus_{i=1}^nL_i)\xrightarrow{\sim}\Th(E + \oplus_{i=1}^nL_i^\vee)$ the isomorphism in $\sH_{\bullet}(k)$ defined by Ananyevskiy.          The commutativity of \eqref{eq:anatriangle} is equivalent to     $$(\Sigma^{2r,r}\Anan_{E;L_1,\ldots,L_n} \wedge \id_{p^*H\Z})^*\th_{H\Z}^f (E\oplus_i^nL_i^\vee) =(-1)^n \th_{H\Z}^f (E+\oplus_i^nL_i),$$     and this is in turn equivalent to     $$\rho^*\th^{H\Z} (E+\oplus_i^nL_i^\vee) = (-1)^n \th^{H\Z} (E+\oplus_i^nL_i).$$     Lemma \ref{lemma:anatwists} below shows in detail the computation for $n=1$. The result immediately follows by induction on $n$.",2502.01404
