title,id,abstract,categories,doi,created,updated,authors,affiliation,url
homeomorphism of the revuz correspondence for finite energy integrals,2502.01234,"we provide necessary and sufficient conditions for the convergence of revuz measures of finite energy integrals. more precisely, the revuz map from the set of all smooth measures of finite energy integrals, equipped with the topology induced by the norm given by the sum of the dirichlet form and the \(l^2(m)\)-norm, to the space of positive continuous additive functionals, equipped with the topology induced by the \(l^2(\mathbb{p}_{m+\kappa})\)-norm with the local uniform topology, is a homeomorphism, where \(m\) is the underlying measure and \(\kappa\) is the killing measure of a dirichlet form.",math.pr,,2025-02-03,2025-03-15,['takumu ooi'],[],https://arxiv.org/abs/2502.01234
teissier singularities,2502.01239,"the goal of this note is to introduce teissier singularities and to explain why they are candidate to play, in positive characteristics, a role for resolution of singularities which is similar to the role played by quasi-ordinary singularities in characteristic zero.",math.ag,,2025-02-03,,"['hussein mourtada', 'bernd schober']",[],https://arxiv.org/abs/2502.01239
uniform mean estimation for monotonic processes,2502.01244,"we consider the problem of deriving uniform confidence bands for the mean of a monotonic stochastic process, such as the cumulative distribution function (cdf) of a random variable, based on a sequence of i.i.d.~observations. our approach leverages the coin-betting framework, and inherits several favourable characteristics of coin-betting methods. in particular, for each point in the domain of the mean function, we obtain anytime-valid confidence intervals that are numerically tight and adapt to the variance of the observations. to derive uniform confidence bands, we employ a continuous union bound that crucially leverages monotonicity. in the case of cdf estimation, we also exploit the fact that the empirical cdf is piece-wise constant to obtain simple confidence bands that can be easily computed. in simulations, we find that our confidence bands for the cdf achieve state-of-the-art performance.",math.st stat.th,,2025-02-03,,"['eugenio clerico', 'hamish e flynn', 'patrick rebeschini']",[],https://arxiv.org/abs/2502.01244
lifting diffeomorphisms to vector bundles,2502.01245,"criteria for a diffeomorphism of a smooth manifold $m$ to be lifted to a linear automorphism of a given real vector bundle $p\colon v\rightarrow m$, are stated. examples are included and the metric and complex vector-bundle cases are also considered.",math.dg,,2025-02-03,,"['jaime muñoz masqué', 'eugenia rosado maría', 'ignacio sánchez rodríguez']",[],https://arxiv.org/abs/2502.01245
lorentzian symmetric spaces which are einstein-yang-mills with respect   to invariant metric connections,2502.01246,we classify four-dimensional connected simply-connected indecomposable lorentzian symmetric spaces $m$ with connected nontrivial isotropy group furnishing solutions of the einstein-yang-mills equations. those solutions with respect to some invariant metric connection $\lambda$ in the bundle of orthonormal frames of $m$ and some diagonal metric on the holonomy algebra corresponding to $\lambda$.,math.dg,,2025-02-03,,"['marco castrillón lópez', 'pedro m. gadea', 'eugenia rosado maria']",[],https://arxiv.org/abs/2502.01246
"learnable polynomial, trigonometric, and tropical activations",2502.01247,"this paper investigates scalable neural networks with learnable activation functions based on orthogonal function bases and tropical polynomials, targeting imagenet-1k classification and next token prediction on openwebtext. traditional activations, such as relu, are static. in contrast, learnable activations enable the network to adapt dynamically during training. however, stability issues, such as vanishing or exploding gradients, arise with improper variance management in deeper networks. to remedy this, we propose an initialization scheme that single-handedly preserves unitary variance in transformers and convolutional networks, ensuring stable gradient flow even in deep architectures. extensive experiments demonstrate that networks with hermite, fourier, and tropical-based learnable activations significantly improve over gpt-2 and convnext networks in terms of accuracy and perplexity in train and test, highlighting the viability of learnable activations in large-scale tasks. the activation functions developed here are the subject of a library coded entirely in pure pytorch: torchortho, available at https://github.com/k-h-ismail/torchortho.",cs.lg cs.ai cs.cl cs.cv math.ag,,2025-02-03,,"['ismail khalfaoui-hassani', 'stefan kesselheim']",[],https://arxiv.org/abs/2502.01247
"necessary and sufficient conditions for convergence in distribution of   quantile and p-p processes in $l^1(0,1)$",2502.01254,"we establish a necessary and sufficient condition for the quantile process based on iid sampling to converge in distribution in $l^1(0,1)$. the condition is that the quantile function is locally absolutely continuous on the open unit interval and satisfies a slight strengthening of square integrability. we further establish a necessary and sufficient condition for the p-p process based on iid sampling from two populations to converge in distribution in $l^1(0,1)$. the condition is that the p-p curve is locally absolutely continuous on the open unit interval. if either process converges in distribution then it may be approximated using the bootstrap.",math.st stat.th,,2025-02-03,2025-02-19,"['brendan k. beare', 'tetsuya kaji']",[],https://arxiv.org/abs/2502.01254
inference of half logistic geometric distribution based on generalized   order statistics,2502.01255,"as the unification of various models of ordered quantities, generalized order statistics act as a simplistic approach introduced in \cite{kamps1995concept}. in this present study, results pertaining to the expressions of marginal and joint moment generating functions from half logistic geometric distribution are presented based on generalized order statistics framework. we also consider the estimation problem of $\theta$ and provides a bayesian framework. the two widely and popular methods called markov chain monte carlo and lindley approximations are used for obtaining the bayes estimators.the results are derived under symmetric and asymmetric loss functions. analysis of the special cases of generalized order statistics, \textit{i.e.,} order statistics is also presented. to have an insight into the practical applicability of the proposed results, two real data sets, one from the field of demography and, other from reliability have been taken for analysis.",stat.me math.st stat.th,,2025-02-03,,"['neetu gupta', 's. k. neogy', 'qazi j. azhad', 'bhagwati devi']",[],https://arxiv.org/abs/2502.01255
functional central limit theorem for the simultaneous subgraph count of   dynamic erd\h{o}s-r\'enyi random graphs,2502.01259,"in this paper we consider a dynamic erd\h{o}s-r\'{e}nyi random graph with independent identically distributed edge processes. our aim is to describe the joint evolution of the entries of a subgraph count vector. the main result of this paper is a functional central limit theorem: we establish, under an appropriate centering and scaling, the joint functional convergence of the vector of subgraph counts to a specific multidimensional gaussian process. the result holds under mild assumptions on the edge processes, most notably a lipschitz-type condition.",math.pr math.co,,2025-02-03,,"['rajat subhra hazra', 'nikolai kriukov', 'michel mandjes']",[],https://arxiv.org/abs/2502.01259
middle laplace transform and middle convolution for linear pfaffian   systems with irregular singularities,2502.01263,"we introduce a transformation of linear pfaffian systems, which we call the middle laplace transform, as a formulation of the laplace transform from the perspective of katz theory. while the definition of the middle laplace transform is purely algebraic, its categorical interpretation is also provided. we then show the fundamental properties (invertibility, irreducibility) of the middle laplace transform. as an application of the middle laplace transform, we define the middle convolution for linear pfaffian systems with irregular singularities. this gives a generalization of haraoka's middle convolution, which was defined for linear pfaffian systems with logarithmic singularities. the fundamental properties (additivity, irreducibility) of the middle convolution follow from the properties of the middle laplace transform.",math.ca,,2025-02-03,2025-02-17,['shunya adachi'],[],https://arxiv.org/abs/2502.01263
derived operators on skew orthomodular and strong skew orthomodular   posets,2502.01266,"it is well-known that in the logic of quantum mechanics disjunctions and conjunctions can be represented by joins and meets, respectively, in an orthomodular lattice provided their entries commute. this was the reason why j. pykacz introduced new derived operations called ''sharp'' and ''flat'' coinciding with joins and meets, respectively, for commuting elements but sharing some appropriate properties with disjunction and conjunction, respectively, in the whole orthomodular lattice in question. the problem is that orthomodular lattices need not formalize the logic of quantum mechanics since joins may not be defined provided their entries are neither comparable nor orthogonal. a corresponding fact holds for meets. therefore, orthomodular posets are more accepted as an algebraic formalization of such a logic. the aim of the present paper is to extend the concepts of ''sharp'' and ''flat'' operations to operators in skew orthomodular and strong skew orthomodular posets. we generalize the relation of commuting elements as well as the commutator to such posets and we present some important properties of these operators and their mutual relationships. moreover, we show that if the poset in question is even boolean then there can be defined a ternary operator sharing the identities of a pixley term. finally, under some weak conditions which are automatically satisfied in boolean algebras we show some kind of adjointness for operators formalizing conjunction and implication, respectively.",math.ra,,2025-02-03,,"['ivan chajda', 'helmut länger']",[],https://arxiv.org/abs/2502.01266
on tail dependence parameters for non-continuous and autocorrelated   margins,2502.01271,"tail dependence plays an essential role in the characterization of joint extreme events in multivariate data. however, most standard tail dependence parameters assume continuous margins. this note presents a form of tail dependence suitable for non-continuous and discrete margins. we derive a representation of tail dependence based on the volume of a copula and prove its properties. we utilize a bivariate regular variation to show that our new metric is consistent with the standard tail dependence parameters on continuous margins. we further define tail dependence on autocorrelated margins where the tail dependence parameter examine lagged correlation on the sample.",math.st stat.th,,2025-02-03,,['victory idowu'],[],https://arxiv.org/abs/2502.01271
"super-duality and necessary optimality conditions of order ""infinity"" in   optimal control theory",2502.01274,"we systematically introduce an approach to the analysis and (numerical) solution of a broad class of nonlinear unconstrained optimal control problems, involving ordinary and distributed systems. our approach relies on exact representations of the increments of the objective functional, drawing inspiration from the classical weierstrass formula in calculus of variations. while such representations are straightforward to devise for state-linear problems (in vector spaces), they can also be extended to nonlinear models (in metric spaces) by immersing them into suitable linear ""super-structures"". we demonstrate that these increment formulas lead to necessary optimality conditions of an arbitrary order. moreover, they enable to formulate optimality conditions of ""infinite order"", incorporating a kind of feedback mechanism. as a central result, we rigorously apply this general technique to the optimal control of nonlocal continuity equations in the space of probability measures.",math.oc math.ap,,2025-02-03,,"['nikolay pogodaev', 'maxim staritsyn']",[],https://arxiv.org/abs/2502.01274
intraseasonal atmospheric variability under climate trends,2502.01279,"low-order climate models can play an important role in understanding low-frequency variability in the atmospheric circulation and how forcing consistent with anthropogenic climate change may affect this variability. here, we study a conceptual model of the mid-latitudes' atmospheric circulation from the perspective of nonautonomous dynamical systems. first, a bifurcation analysis is carried out under time-independent forcing in order to identify different types of behavior in the autonomous model's parameter space. next, we focus on the study of the nonautonomous system in which the cross-latitudinal heat flux varies seasonally, according to insolation changes. the forward attractor of the seasonally forced model is compared with the attractor of the autonomous one. the seasonal forcing results in a clear change of the attractor's shape. the summer attractor loses its periodicity, and hence predictability, when the forcing is seasonal, while the winter attractor favors energy transport through one of the model's two wave components. climate change forcing produces several remarkable effects. thus, the analysis of the model's snapshot attractor under climate trends suggests that the jet speed does not always follow the sign of the change in equator-to-pole thermal contrast, while the change in the energy transported by the eddies does. chaotic behavior can be completely suppressed in favor of a regular periodic one and vice-versa. circulation patterns can change, suddenly disappear, and rebuild. the model's snapshot attractor proves to be a robust tool to study its changes in internal variability due to climate trends, both positive and negative.",physics.geo-ph math.ds,,2025-02-03,,"['bernardo maraldi', 'henk dijkstra', 'michael ghil']",[],https://arxiv.org/abs/2502.01279
non-stationary gradient descent for optimal auto-scaling in serverless   platforms,2502.01284,"to efficiently manage serverless computing platforms, a key aspect is the auto-scaling of services, i.e., the set of computational resources allocated to a service adapts over time as a function of the traffic demand. the objective is to find a compromise between user-perceived performance and energy consumption. in this paper, we consider the \emph{scale-per-request} auto-scaling pattern and investigate how many function instances (or servers) should be spawned each time an \emph{unfortunate} job arrives, i.e., a job that finds all servers busy upon its arrival. we address this problem by following a stochastic optimization approach: we develop a stochastic gradient descent scheme of the kiefer--wolfowitz type that applies \emph{over a single run of the state evolution}. at each iteration, the proposed scheme computes an estimate of the number of servers to spawn each time an unfortunate job arrives to minimize some cost function. under natural assumptions, we show that the sequence of estimates produced by our scheme is asymptotically optimal almost surely. in addition, we prove that its convergence rate is $o(n^{-2/3})$ where $n$ is the number of iterations.   from a mathematical point of view, the stochastic optimization framework induced by auto-scaling exhibits non-standard aspects that we approach from a general point of view. we consider the setting where a controller can only get samples of the \emph{transient} -- rather than stationary -- behavior of the underlying stochastic system. to handle this difficulty, we develop arguments that exploit properties of the mixing time of the underlying markov chain. by means of numerical simulations, we validate the proposed approach and quantify its gain with respect to common existing scale-up rules.",math.oc math.pr,10.1109/ton.2025.3538982,2025-02-03,2025-02-10,"['jonatha anselmi', 'bruno gaujal', 'louis-sebastien rebuffi']",[],https://arxiv.org/abs/2502.01284
kronecker classes and cliques in derangement graphs,2502.01287,"given a permutation group $g$, the derangement graph of $g$ is defined with vertex set $g$, where two elements $x$ and $y$ are adjacent if and only if $xy^{-1}$ is a derangement. we establish that, if $g$ is transitive with degree exceeding 30, then the derangement graph of $g$ contains a complete subgraph with four vertices.   as a consequence, if $g$ is a normal subgroup of $a$ such that $|a : g| = 3$, and if $u$ is a subgroup of $g$ satisfying $g = \bigcup_{a \in a} u^a$, then $|g : u| \leq 10$. this result provides support for a conjecture by neumann and praeger concerning kronecker classes.",math.co math.gr,,2025-02-03,,"['marina cazzola', 'louis gogniat', 'pablo spiga']",[],https://arxiv.org/abs/2502.01287
on an unconditional $\rm gl_3$ analog of selberg's result,2502.01288,"let $s_f(t)=\pi^{-1}\arg l(1/2+it, f)$, where $f$ is a hecke--maass cusp form for $\rm sl_3(\mathbb{z})$ in the generic position with the spectral parameter $\nu_{f}=\big(\nu_{f,1},\nu_{f,2},\nu_{f,3}\big)$ and the langlands parameter $\mu_{f}=\big(\mu_{f,1},\mu_{f,2},\mu_{f,3}\big)$. in this paper, we establish an unconditional asymptotic formula for the moments of $s_f(t)$. previouly, such a formula was only known under the generalized riemann hypothesis. the key ingredient is a weighted zero-density estimate in the spectral aspect for $l(s, f)$ which was recently proved by the authors in [18].",math.nt,,2025-02-03,,"['qingfeng sun', 'hui wang']",[],https://arxiv.org/abs/2502.01288
local limits of high energy eigenfunctions on integrable billiards,2502.01291,"berry's random wave conjecture posits that high energy eigenfunctions of chaotic systems resemble random monochromatic waves at the planck scale. one important consequence is that, at the planck scale around ""many"" points in the manifold, any solution to the helmholtz equation $\delta\varphi+\varphi =0$ can be approximated by high energy eigenfunctions. this property, sometimes called inverse localization, has useful applications to the study of the nodal sets of eigenfunctions. alas, the only manifold for which the local limits of a sequence of high energy eigenfunctions are rigorously known to be given by random waves is the flat torus $(\mathbf{r}/\mathbf{z})^2$, which is certainly not chaotic.   our objective in this paper is to study the validity of this ""inverse localization"" property in the class of integrable billiards, exploiting the fact that integrable polygonal billiards are classified and that birkhoff conjectured that ellipses are the only smooth integrable billiards. our main results show that, while there are infinitely many integrable polygons exhibiting good inverse localization properties, for ""most"" integrable polygons and ellipses, this property fails dramatically. we thus conclude that, in a generic integrable billiard, the local limits of dirichlet and neumann eigenfunctions do not match random waves, as one might expect in view of berry's conjecture. extensions to higher dimensions and nearly integrable polygons are discussed too.",math.sp,,2025-02-03,,"['alberto enciso', 'alba garcia-ruiz', 'daniel peralta-salas']",[],https://arxiv.org/abs/2502.01291
tt-lsqr for tensor least squares problems and application to data mining   *,2502.01293,"we are interested in the numerical solution of the tensor least squares problem \[   \min_{\mathcal{x}} \| \mathcal{f} - \sum_{i =1}^{\ell} \mathcal{x} \times_1 a_1^{(i)} \times_2 a_2^{(i)} \cdots \times_d a_d^{(i)} \|_f, \] where $\mathcal{x}\in\mathbb{r}^{m_1 \times m_2 \times \cdots \times m_d}$, $\mathcal{f}\in\mathbb{r}^{n_1\times n_2 \times \cdots \times n_d}$ are tensors with $d$ dimensions, and the coefficients $a_j^{(i)}$ are tall matrices of conforming dimensions. we first describe a tensor implementation of the classical lsqr method by paige and saunders, using the tensor-train representation as key ingredient. we also show how to incorporate sketching to lower the computational cost of dealing with the tall matrices $a_j^{(i)}$. we then use this methodology to address a problem in information retrieval, the classification of a new query document among already categorized documents, according to given keywords.",math.na cs.na,,2025-02-03,,"['lorenzo piccinini', 'valeria simoncini']",[],https://arxiv.org/abs/2502.01293
on properties of eigenvalue regions for monotone stochastic matrices,2502.01314,"monotone stochastic matrices are stochastic matrices in which each row stochastically dominates the previous one. while the eigenvalue regions for stochastic matrices have been fully described by f.i. karpelevich in 1951, this study focuses on the analysis of monotone matrices. this paper examines their spectral properties and establishes a reduction theorem stating that, for all n from 3 on, the eigenvalue region for the nxn monotone matrices is included in those for the (n-1)x(n-1) stochastic matrices. moreover, the eigenvalue region, along with the corresponding realising matrices, is determined for monotone matrices up till order 3.",math.sp,,2025-02-03,,"['brando vagenende', 'brecht verbeken', 'marie-anne guerry']",[],https://arxiv.org/abs/2502.01314
optimization-based coordination of traffic lights and automated vehicles   at intersections,2502.01315,"this paper tackles the challenge of coordinating traffic lights and automated vehicles at signalized intersections, formulated as a constrained finite-horizon optimal control problem. the problem falls into the category of mixed-integer nonlinear programming, posing challenges for solving large instances. to address this, we introduce a decomposition approach consisting of an upper-level problem for traffic light timing allocation and a set of lower-level problems that generate appropriate commands for automated vehicles in each intersection movement. by leveraging solutions from the lower-level problems and employing parametric optimization techniques, we solve the upper-level problem using a standard sequential quadratic programming approach. the paper concludes by presenting an illustrative numerical example that highlights the effectiveness of our algorithm compared to scenarios where no coordination between traffic lights and vehicles exists.",math.oc cs.sy eess.sy,,2025-02-03,,"['azita dabiri', 'giray önür', 'sebastien gros', 'bart de schutter']",[],https://arxiv.org/abs/2502.01315
quiver yangians as coulomb branch algebras,2502.01323,"for a 3d n=4 gauge theory, turning on the $\omega$-background in rxr$^2_{\epsilon}$ deforms the coulomb branch chiral ring into the quantum coulomb branch algebra, generated by the 1/2-bps monopoles together with the complex scalar in the vector-multiplet. we conjecture that for a 3d n=4 quiver gauge theory with unitary gauge group, the quantum coulomb branch algebra can be formulated as the truncated shifted quiver yangian y$(\widehat{q},\widehat{w})$ based on the triple quiver $\widehat{q}$ of the original quiver q with canonical potential $\widehat{w}$. we check this conjecture explicitly for general tree-type quivers q by considering the action of monopoles on the 1/2-bps vortex configurations. the hilbert spaces of vortices approaching different vacua at spatial infinity furnish different representations of the shifted quiver yangian, and all the charge functions have only simple poles. for quivers beyond tree-type, our conjecture is consistent with known results on special examples.",hep-th math.ag math.qa math.rt,,2025-02-03,,"['tiantai chen', 'wei li']",[],https://arxiv.org/abs/2502.01323
flyby-induced displacement: analytic solution,2502.01326,"approximating the derivative-of-the-gaussian profile proposed by gibbons and hawking by the hyperbolic scarf potential, the scattering of particles by a gravitational wave generated by flyby is described analytically by following the nikiforov-uvarov method applied to the scarf potential. pure displacement arises when the wave zone contains an integer number of half-waves. the results confirm the prediction of zel'dovich and polnarev.",gr-qc hep-th math-ph math.mp,,2025-02-03,2025-02-08,"['p. -m. zhang', 'z. k. silagadze', 'p. a. horvathy']",[],https://arxiv.org/abs/2502.01326
\'el\'ements de comptage sur les g\'en\'erateurs du groupe modulaire et   les $\lambda$-quiddit\'es,2502.01328,"the aim of this article is to count the $n$-tuples of positive integers $(a_{1},\ldots,a_{n})$ solutions of the equation $\begin{pmatrix} a_{n} & -1 \\[4pt] 1 & 0 \end{pmatrix} \begin{pmatrix} a_{n-1} & -1 \\[4pt] 1 & 0 \end{pmatrix} \cdots \begin{pmatrix} a_{1} & -1 \\[4pt] 1 & 0 \end{pmatrix}=\pm m$ when $m$ is equal to the generators of the modular group $s=\begin{pmatrix} 0 & -1 \\[4pt] 1 & 0 \end{pmatrix}$ and $t=\begin{pmatrix} 1 & 1 \\[4pt] 0 & 1 \end{pmatrix}$. to count these elements, we will study the $\lambda$-quiddities, which are the solutions of the equation in the case $m=id$ (related to coxeter's friezes), whose last component is fixed.",math.co,,2025-02-03,,['flavien mabilat'],[],https://arxiv.org/abs/2502.01328
a two-disk approach to the synthesis of coherent passive equalizers for   linear quantum systems,2502.01332,"the coherent equalization problem consists in designing a quantum system acting as a mean-square near optimal filter for a given quantum communication channel. the paper develops an improved method for the synthesis of transfer functions for such equalizing filters, based on a linear quantum system model of the channel. the method draws on a connection with the two-disk problem of ${h}_{\infty}$ control for classical (i.e., nonquantum) linear uncertain systems. compared with the previous methods, the proposed method applies to a broader class of linear quantum communication channels.",quant-ph cs.sy eess.sy math.oc,,2025-02-03,,"['valery ugrinovskii', 'shuixin xiao']",[],https://arxiv.org/abs/2502.01332
ball-evans approximation problem: recent progress and open problems,2502.01336,"in this paper we give a short overview about the ball-evans approximation problem, i.e. about the approximation of sobolev homeomorphism by a sequence of diffeomorphisms (or piecewise affine homeomorphisms) and we recall the motivation for this problem. we show some recent planar results and counterexamples in higher dimension and we give a number of open problems connected to this problem and related fields.",math.fa,,2025-02-03,,['stanislav hencl'],[],https://arxiv.org/abs/2502.01336
ptygenography: using generative models for regularization of the phase   retrieval problem,2502.01338,"in phase retrieval and similar inverse problems, the stability of solutions across different noise levels is crucial for applications. one approach to promote it is using signal priors in a form of a generative model as a regularization, at the expense of introducing a bias in the reconstruction. in this paper, we explore and compare the reconstruction properties of classical and generative inverse problem formulations. we propose a new unified reconstruction approach that mitigates overfitting to the generative model for varying noise levels.",stat.ml cs.it cs.lg math.fa math.it math.oc,,2025-02-03,,"['selin aslan', 'tristan van leeuwen', 'allard mosk', 'palina salanevich']",[],https://arxiv.org/abs/2502.01338
reducing ciphertext and key sizes for mlwe-based cryptosystems,2502.01339,"the concatenation of encryption and decryption can be interpreted as data transmission over a noisy communication channel. in this work, we use finite blocklength methods (normal approximation and random coding union bound) as well as asymptotics to show that ciphertext and key sizes of the state-of-the-art post-quantum secure key encapsulation mechanism (kem) kyber can be reduced without compromising the security of the scheme. we show that in the asymptotic regime, it is possible to reduce the sizes of ciphertexts and secret keys by 25% for the parameter set kyber1024 while keeping the bitrate at 1 as proposed in the original scheme. for a single kyber encryption block used to share a 256-bit aes key, we furthermore show that reductions in ciphertext size of 39% and 33% are possible for kyber1024 and kyber512, respectively.",cs.cr cs.it math.it,,2025-02-03,,"['georg maringer', 'antonia wachter-zeh']",[],https://arxiv.org/abs/2502.01339
a note on matrices over $\mathbb{z}$ with entries stemming from binomial   coefficients and from catalan numbers once pure and once taken modulo $2$,2502.01343,"the pascal matrix, which is related to pascal's triangle, appears in many places in the theory of uniform distribution and in many other areas of mathematics. examples are the construction of low-discrepancy sequences as well as normal numbers or the binomial transforms of hankel matrices. hankel matrices which are defined by catalan numbers and related to the paperfolding sequence are interesting objects in number theory. therefore, matrices that share many properties with the pascal matrix or such hankel matrices are of interest. in this note we will collect common features of the pascal matrix and the same modulo $2$ as well as the hankel matrix defined by catalan numbers once pure and once modulo $2$ in the ring of integers. hankel matrices with only $0$ and $1$ entries in e.g. finite fields gave recently access to counterexamples to the so-called $x$-adic liouville conjecture. this justifies as well as motivates our consideration of further matrices with $0$ and $1$ entries.",math.nt,,2025-02-03,,['roswitha hofer'],[],https://arxiv.org/abs/2502.01343
sums of two units in number fields,2502.01345,"let $k$ be a number field with ring of integers $\mathcal{o}_k$. let $\mathcal{n}_k$ be the set of positive integers $n$ such that there exist units $\varepsilon, \delta \in \mathcal{o}_k^\times$ satisfying $\varepsilon + \delta = n$. we show that $\mathcal{n}_k$ is a finite set if $k$ does not contain any real quadratic subfield. in the case where $k$ is a cubic field, we also explicitly classify all solutions to the unit equation $\varepsilon + \delta = n$ when $k$ is either cyclic or has negative discriminant.",math.nt,,2025-02-03,,"['magdaléna tinková', 'robin visser', 'pavlo yatsyna']",[],https://arxiv.org/abs/2502.01345
constructing families of 3-selmer companions,2502.01351,"mazur and rubin introduced the notion of $n$-selmer companion elliptic curves and gave several examples of pairs of non-isogenous selmer companions. we construct two infinite families of pairs of non-isogenous $3$-selmer companions, parameterised by $t\in\mathbb{z}$.",math.nt,,2025-02-03,,['harry spencer'],[],https://arxiv.org/abs/2502.01351
a coupling approach to lipschitz transport maps,2502.01353,"in this note, we propose a probabilistic approach to bound the (dimension-free) lipschitz constant of the langevin flow map on $\mathbb{r}^d$ introduced by kim and milman (2012). as example of application, we construct lipschitz maps from a uniformly $\log$-concave probability measure to $\log$-lipschitz perturbations as in fathi, mikulincer, shenfeld (2024). our proof is based on coupling techniques applied to the stochastic representation of the family of vector fields inducing the transport map. this method is robust enough to relax the uniform convexity to a weak asymptotic convexity condition and to remove the bound on the third derivative of the potential of the source measure.",math.pr math.ap math.fa,,2025-02-03,,"['giovanni conforti', 'katharina eichinger']",[],https://arxiv.org/abs/2502.01353
diffusion at absolute zero: langevin sampling using successive moreau   envelopes,2502.01358,"in this article we propose a novel method for sampling from gibbs distributions of the form $\pi(x)\propto\exp(-u(x))$ with a potential $u(x)$. in particular, inspired by diffusion models we propose to consider a sequence $(\pi^{t_k})_k$ of approximations of the target density, for which $\pi^{t_k}\approx \pi$ for $k$ small and, on the other hand, $\pi^{t_k}$ exhibits favorable properties for sampling for $k$ large. this sequence is obtained by replacing parts of the potential $u$ by its moreau envelopes. sampling is performed in an annealed langevin type procedure, that is, sequentially sampling from $\pi^{t_k}$ for decreasing $k$, effectively guiding the samples from a simple starting density to the more complex target. in addition to a theoretical analysis we show experimental results supporting the efficacy of the method in terms of increased convergence speed and applicability to multi-modal densities $\pi$.",math.oc cs.cv cs.na math.na,,2025-02-03,,"['andreas habring', 'alexander falk', 'thomas pock']",[],https://arxiv.org/abs/2502.01358
a relative homology theory of representation in neural networks,2502.01360,"previous research has proven that the set of maps implemented by neural networks with a relu activation function is identical to the set of piecewise linear continuous maps. furthermore, such networks induce a hyperplane arrangement splitting the input domain into convex polyhedra $g_j$ over which the network $\phi$ operates in an affine manner.   in this work, we leverage these properties to define the equivalence class of inputs $\sim_\phi$, which can be split into two sets related to the local rank of $\phi_j$ and the intersections $\cap \text{im}\phi_{j_i}$. we refer to the latter as the overlap decomposition $o_\phi$ and prove that if the intersections between each polyhedron and the input manifold are convex, the homology groups of neural representations are isomorphic to relative homology groups $h_k(\phi(m)) \simeq h_k(m,o_\phi)$. this lets us compute betti numbers without the choice of an external metric. we develop methods to numerically compute the overlap decomposition through linear programming and a union-find algorithm.   using this framework, we perform several experiments on toy datasets showing that, compared to standard persistent homology, our relative homology-based computation of betti numbers tracks purely topological rather than geometric features. finally, we study the evolution of the overlap decomposition during training on various classification problems while varying network width and depth and discuss some shortcomings of our method.",cs.lg math.at q-bio.nc,,2025-02-03,2025-02-14,['kosio beshkov'],[],https://arxiv.org/abs/2502.01360
generalized counting process with random drift and different brownian   clocks,2502.01363,"in this paper, we introduce drifted versions of the generalized counting process (gcp) with a deterministic drift and a random drift. the composition of stable subordinator with an independent inverse stable subordinator is taken as the random drift. we derive the probability law and its governing fractional differential equations for these drifted versions. also, we study the gcp time-changed with different brownian clocks, for example, the brownian first passage-time with or without drift, elastic brownian motion, brownian sojourn time on positive half-line and the bessel times. for these time-changed processes, we obtain the governing system of differential equation of their state probabilities, probability generating function, etc. further, we consider a time-changed gcp where the time-change is done by subordinators linked to incomplete gamma function. later, we study the fractional integral of gcp and its time-changed variant.",math.pr,,2025-02-03,,"['mostafizar khandakar', 'manisha dhillon', 'kuldeep kumar kataria']",[],https://arxiv.org/abs/2502.01363
a hybrid-dimensional stokes--brinkman--darcy model for arbitrary flows   to the fluid--porous interface,2502.01368,"mathematical modelling of coupled flow systems containing a free-flow region in contact with a porous medium is challenging, especially for arbitrary flow directions to the fluid--porous interface. transport processes in the free flow and porous medium are typically described by distinct equations: the stokes equations and darcy's law, respectively, with an appropriate set of coupling conditions at the common interface. classical interface conditions based on the beavers--joseph condition are not accurate for general flows. several generalisations are recently developed for arbitrary flows at the interface, some of them are however only theoretically formulated and still need to be validated.   in this manuscript, we propose an alternative to couple free flow and porous-medium flow, namely, the hybrid-dimensional stokes--brinkman--darcy model. such formulation incorporates the averaged brinkman equations within a complex interface between the free-flow and porous-medium regions. the complex interface acts as a buffer zone facilitating storage and transport of mass and momentum and the model is applicable for arbitrary flow directions. we validate the proposed hybrid-dimensional model against the pore-scale resolved model in multiple examples and compare numerical simulation results also with the classical and generalised coupling conditions from the literature. the proposed hybrid-dimensional model demonstrates its applicability to describe arbitrary coupled flows and shows its advantages in comparison to other generalised coupling conditions.",physics.flu-dyn cs.na math.na,,2025-02-03,,"['linheng ruan', 'iryna rybak']",[],https://arxiv.org/abs/2502.01368
on the extremal eigenvalues of jacobi ensembles at zero temperature,2502.01369,"for the $\beta$-hermite, laguerre, and jacobi ensembles of dimension $n$ there exist central limit theorems for the freezing case $\beta\to\infty$ such that the associated means and covariances can be expressed in terms of the associated hermite, laguerre, and jacobi polynomials of order $n$ respectively as well as via the associated dual polynomials in the sense of de boor and saff. in this paper we derive limits for $n\to\infty$ for the covariances of the $r\in\mathbb n$ largest (and smallest) eigenvalues for these frozen jacobi ensembles in terms of bessel functions. these results correspond to the hard edge analysis in the frozen laguerre cases by andraus and lerner-brecher and to known results for finite $\beta$.",math.pr math-ph math.ca math.mp,,2025-02-03,,"['kilian hermann', 'michael voit']",[],https://arxiv.org/abs/2502.01369
